PLOTID,clase
17509,Suelo desnudo
17510,Cuerpos de agua
17511,Cuerpos de agua
17512,Cuerpos de agua
17513,Suelo desnudo
17514,Suelo desnudo
17515,Suelo desnudo
17516,Suelo desnudo
17517,Suelo desnudo
17518,Suelo desnudo
17519,Suelo desnudo
17520,Suelo desnudo
17521,Suelo desnudo
17522,Suelo desnudo
17523,Suelo desnudo
17524,Suelo desnudo
17525,Suelo desnudo
17526,Suelo desnudo
17527,Suelo desnudo
17528,Suelo desnudo
17529,Suelo desnudo
17530,Suelo desnudo
17531,Suelo desnudo
17532,Suelo desnudo
17533,Suelo desnudo
17534,Suelo desnudo
17535,Suelo desnudo
17536,Suelo desnudo
17537,Suelo desnudo
17538,Suelo desnudo
17539,Suelo desnudo
17540,Matorral Semidenso
17541,Matorral Semidenso
17542,Matorral Semidenso
17543,Suelo desnudo
17544,Suelo desnudo
17545,Suelo desnudo
17546,Suelo desnudo
17547,Suelo desnudo
17548,Suelo desnudo
17549,Suelo desnudo
17550,Suelo desnudo
17551,Suelo desnudo
17552,Suelo desnudo
17553,Suelo desnudo
17554,Suelo desnudo
17555,Suelo desnudo
17556,Suelo desnudo
17557,Suelo desnudo
17558,Suelo desnudo
17559,Suelo desnudo
17560,Suelo desnudo
17561,Suelo desnudo
17562,Suelo desnudo
17563,Suelo desnudo
17564,Suelo desnudo
17565,Suelo desnudo
17566,Suelo desnudo
17567,Suelo desnudo
17568,Suelo desnudo
17569,Suelo desnudo
17570,Suelo desnudo
17571,Suelo desnudo
17572,Suelo desnudo
17573,Suelo desnudo
17574,Suelo desnudo
17575,Suelo desnudo
17576,Suelo desnudo
17577,Suelo desnudo
17578,Suelo desnudo
17579,Suelo desnudo
17580,Suelo desnudo
17581,Suelo desnudo
17582,Suelo desnudo
17583,Suelo desnudo
17584,Suelo desnudo
17585,Suelo desnudo
17586,Suelo desnudo
17587,Suelo desnudo
17588,Suelo desnudo
17589,Suelo desnudo
17590,Suelo desnudo
17591,Suelo desnudo
17592,Suelo desnudo
17593,Suelo desnudo
17594,Suelo desnudo
17595,Suelo desnudo
17596,Suelo desnudo
17597,Suelo desnudo
17598,Suelo desnudo
17599,Suelo desnudo
17600,Suelo desnudo
17601,Suelo desnudo
17602,Suelo desnudo
17603,Suelo desnudo
17604,Suelo desnudo
17605,Suelo desnudo
17606,Suelo desnudo
17607,Suelo desnudo
17608,Suelo desnudo
17609,Suelo desnudo
17610,Suelo desnudo
17611,Suelo desnudo
17612,Suelo desnudo
17613,Suelo desnudo
17614,Suelo desnudo
17615,Suelo desnudo
17616,Suelo desnudo
17617,Suelo desnudo
17618,Suelo desnudo
17619,Suelo desnudo
17620,Suelo desnudo
17621,Suelo desnudo
17622,Suelo desnudo
17623,Suelo desnudo
17624,Suelo desnudo
17625,Suelo desnudo
17626,Suelo desnudo
17627,Suelo desnudo
17628,Suelo desnudo
17629,Suelo desnudo
17630,Suelo desnudo
17631,Suelo desnudo
17632,Suelo desnudo
17633,Suelo desnudo
17634,Suelo desnudo
17635,Suelo desnudo
17636,Suelo desnudo
17637,Suelo desnudo
17638,Suelo desnudo
17639,Suelo desnudo
17640,Suelo desnudo
17641,Suelo desnudo
17642,Suelo desnudo
17643,Suelo desnudo
17644,Suelo desnudo
17645,Suelo desnudo
17646,Suelo desnudo
17647,Suelo desnudo
17648,Suelo desnudo
17649,Suelo desnudo
17650,Suelo desnudo
17651,Suelo desnudo
17652,Suelo desnudo
17653,Suelo desnudo
17654,Suelo desnudo
17655,Suelo desnudo
17656,Suelo desnudo
17657,Suelo desnudo
17658,Suelo desnudo
17659,Suelo desnudo
17660,Suelo desnudo
17661,Suelo desnudo
17662,Suelo desnudo
17663,Suelo desnudo
17664,Suelo desnudo
17665,Suelo desnudo
17666,Suelo desnudo
17667,Suelo desnudo
17668,Suelo desnudo
17669,Suelo desnudo
17670,Suelo desnudo
17671,Suelo desnudo
17672,Suelo desnudo
17673,Suelo desnudo
17674,Suelo desnudo
17675,Suelo desnudo
17676,Suelo desnudo
17677,Suelo desnudo
17678,Suelo desnudo
17679,Suelo desnudo
17680,Suelo desnudo
17681,Suelo desnudo
17682,Suelo desnudo
17683,Suelo desnudo
17684,Suelo desnudo
17685,Suelo desnudo
17686,Suelo desnudo
17687,Suelo desnudo
17688,Suelo desnudo
17689,Suelo desnudo
17690,Suelo desnudo
17691,Suelo desnudo
17692,Suelo desnudo
17693,Suelo desnudo
17694,Suelo desnudo
17695,Suelo desnudo
17696,Suelo desnudo
17697,Suelo desnudo
17698,Suelo desnudo
17699,Suelo desnudo
17700,Suelo desnudo
17701,Suelo desnudo
17702,Suelo desnudo
17703,Suelo desnudo
17704,Suelo desnudo
17705,Suelo desnudo
17706,Suelo desnudo
17707,Suelo desnudo
17708,Suelo desnudo
17709,Suelo desnudo
17710,Suelo desnudo
17711,Suelo desnudo
17712,Suelo desnudo
17713,Suelo desnudo
17714,Suelo desnudo
17715,Suelo desnudo
17716,Suelo desnudo
17717,Suelo desnudo
17718,Suelo desnudo
17719,Suelo desnudo
17720,Suelo desnudo
17721,Suelo desnudo
17722,Suelo desnudo
17723,Suelo desnudo
17724,Suelo desnudo
17725,Suelo desnudo
17726,Suelo desnudo
17727,Suelo desnudo
17728,Suelo desnudo
17729,Suelo desnudo
17730,Suelo desnudo
17731,Suelo desnudo
17732,Suelo desnudo
17733,Suelo desnudo
17734,Suelo desnudo
17735,Suelo desnudo
17736,Suelo desnudo
17737,Suelo desnudo
17738,Suelo desnudo
17739,Suelo desnudo
17740,Suelo desnudo
17741,Suelo desnudo
17742,Suelo desnudo
17743,Suelo desnudo
17744,Suelo desnudo
17745,Suelo desnudo
17746,Suelo desnudo
17747,Suelo desnudo
17748,Suelo desnudo
17749,Suelo desnudo
17750,Suelo desnudo
17751,Suelo desnudo
17752,Suelo desnudo
17753,Suelo desnudo
17754,Suelo desnudo
17755,Suelo desnudo
17756,Suelo desnudo
17757,Suelo desnudo
17758,Suelo desnudo
17759,Suelo desnudo
17760,Suelo desnudo
17761,Suelo desnudo
17762,Suelo desnudo
17763,Suelo desnudo
17764,Suelo desnudo
17765,Suelo desnudo
17766,Suelo desnudo
17767,Suelo desnudo
17768,Suelo desnudo
17769,Suelo desnudo
17770,Suelo desnudo
17771,Suelo desnudo
17772,Suelo desnudo
17773,Suelo desnudo
17774,Suelo desnudo
17775,Suelo desnudo
17776,Suelo desnudo
17777,Suelo desnudo
17778,Suelo desnudo
17779,Suelo desnudo
17780,Suelo desnudo
17781,Suelo desnudo
17782,Suelo desnudo
17783,Suelo desnudo
17784,Suelo desnudo
17785,Suelo desnudo
17786,Suelo desnudo
17787,Suelo desnudo
17788,Suelo desnudo
17789,Suelo desnudo
17790,Suelo desnudo
17791,Suelo desnudo
17792,Suelo desnudo
17793,Suelo desnudo
17794,Suelo desnudo
17795,Suelo desnudo
17796,Suelo desnudo
17797,Suelo desnudo
17798,Suelo desnudo
17799,Suelo desnudo
17800,Suelo desnudo
17801,Suelo desnudo
17802,Suelo desnudo
17803,Suelo desnudo
17804,Suelo desnudo
17805,Suelo desnudo
17806,Suelo desnudo
17807,Suelo desnudo
17808,Suelo desnudo
17809,Suelo desnudo
17810,Suelo desnudo
17811,Suelo desnudo
17812,Suelo desnudo
17813,Pastizal Mesomorfico
17814,Pastizal Mesomorfico
17815,Pastizal Mesomorfico
17816,Frutales
17817,Frutales
17818,Frutales
17819,IUF con plantaciones y matorrales
17820,IUF con plantaciones y matorrales
17821,IUF con plantaciones y matorrales
17822,Plantaciones de Eucaliptus Jovenes
17823,Plantaciones de Eucaliptus Jovenes
17824,Plantaciones de Eucaliptus Jovenes
17825,Plantaciones de Eucaliptus Jovenes
17826,Plantaciones de Eucaliptus Jovenes
17827,Plantaciones de Eucaliptus Jovenes
17828,Mezcla de plantacion Eucalipto y matorral
17829,Mezcla de plantacion Eucalipto y matorral
17830,Mezcla de plantacion Eucalipto y matorral
17831,Plantaciones de Eucaliptus Jovenes
17832,Plantaciones de Eucaliptus Jovenes
17833,Plantaciones de Eucaliptus Jovenes
17834,Plantaciones de Eucaliptus Jovenes
17835,Plantaciones de Eucaliptus Jovenes
17836,Plantaciones de Eucaliptus Jovenes
17837,Plantaciones de Eucaliptus Jovenes
17838,Plantaciones de Eucaliptus Jovenes
17839,Plantaciones de Eucaliptus Jovenes
17840,Plantaciones de Eucaliptus Jovenes
17841,Plantaciones de Eucaliptus Jovenes
17842,Plantaciones de Eucaliptus Jovenes
17843,Mezcla de plantacion Eucalipto y matorral
17844,Mezcla de plantacion Eucalipto y matorral
17845,Mezcla de plantacion Eucalipto y matorral
17846,Mezcla de plantacion Eucalipto y matorral
17847,Mezcla de plantacion Eucalipto y matorral
17848,Mezcla de plantacion Eucalipto y matorral
17849,Matorral Denso
17850,Matorral Denso
17851,Matorral Denso
17852,Matorral Semidenso
17853,Matorral Semidenso
17854,Matorral Semidenso
17855,Mezcla de plantacion Eucalipto y matorral
17856,Mezcla de plantacion Eucalipto y matorral
17857,Mezcla de plantacion Eucalipto y matorral
17858,Mezcla de plantacion Eucalipto y matorral
17859,Mezcla de plantacion Eucalipto y matorral
17860,Mezcla de plantacion Eucalipto y matorral
17861,IUF con plantaciones y matorrales
17862,IUF con plantaciones y matorrales
17863,IUF con plantaciones y matorrales
17864,Frutales
17865,Frutales
17866,Frutales
17867,Frutales
17868,Frutales
17869,Frutales
17870,Mezcla de plantacion Eucalipto y matorral
17871,Mezcla de plantacion Eucalipto y matorral
17872,Mezcla de plantacion Eucalipto y matorral
17873,Mezcla de plantacion Eucalipto y matorral
17874,Mezcla de plantacion Eucalipto y matorral
17875,Mezcla de plantacion Eucalipto y matorral
17876,Mezcla de plantacion Eucalipto y matorral
17877,Mezcla de plantacion Eucalipto y matorral
17878,Mezcla de plantacion Eucalipto y matorral
17879,IUF con matorral y arbolado nativo
17880,IUF con matorral y arbolado nativo
17881,IUF con matorral y arbolado nativo
17882,Cascos urbanos
17883,Cascos urbanos
17884,Cascos urbanos
17885,Pastizal Mesomorfico
17886,Pastizal Mesomorfico
17887,Pastizal Mesomorfico
17888,IUF con matorral y arbolado nativo
17889,IUF con matorral y arbolado nativo
17890,IUF con matorral y arbolado nativo
17891,IUF con plantaciones y matorrales
17892,IUF con plantaciones y matorrales
17893,IUF con plantaciones y matorrales
17894,Cascos urbanos
17895,Cascos urbanos
17896,Cascos urbanos
17897,Arbolado nativo Ralo
17898,Arbolado nativo Ralo
17899,Arbolado nativo Ralo
17900,Cascos urbanos
17901,Cascos urbanos
17902,Cascos urbanos
17903,Matorral con renoval Denso
17904,Matorral con renoval Denso
17905,Matorral con renoval Denso
17906,Matorral con renoval Denso
17907,Matorral con renoval Denso
17908,Matorral con renoval Denso
17909,Matorral Semidenso
17910,Matorral Semidenso
17911,Matorral Semidenso
17912,Matorral con renoval Denso
17913,Matorral con renoval Denso
17914,Matorral con renoval Denso
17915,Matorral Denso
17916,Matorral Denso
17917,Matorral Denso
17918,Matorral Semidenso
17919,Matorral Semidenso
17920,Matorral Semidenso
17921,Matorral Semidenso
17922,Matorral Semidenso
17923,Matorral Semidenso
17924,Matorral Semidenso
17925,Matorral Semidenso
17926,Matorral Semidenso
17927,Matorral Semidenso
17928,Matorral Semidenso
17929,Matorral Semidenso
17930,Matorral Semidenso
17931,Matorral Semidenso
17932,Matorral Semidenso
17933,Matorral Semidenso
17934,Matorral Semidenso
17935,Matorral Semidenso
17936,Matorral Denso
17937,Matorral Denso
17938,Matorral Denso
17939,Matorral Semidenso
17940,Matorral Semidenso
17941,Matorral Semidenso
17942,Pastizal Mesomorfico
17943,Pastizal Mesomorfico
17944,Pastizal Mesomorfico
17945,Matorral Semidenso
17946,Matorral Semidenso
17947,Matorral Semidenso
17948,Matorral Denso
17949,Matorral Denso
17950,Matorral Denso
17951,Matorral con renoval Semidenso
17952,Matorral con renoval Semidenso
17953,Matorral con renoval Semidenso
17954,Matorral Semidenso
17955,Matorral Semidenso
17956,Matorral Semidenso
17957,Matorral Semidenso
17958,Matorral Semidenso
17959,Matorral Semidenso
17960,Matorral Denso
17961,Matorral Denso
17962,Matorral Denso
17963,Matorral Semidenso
17964,Matorral Semidenso
17965,Matorral Semidenso
17966,Matorral Denso
17967,Matorral Denso
17968,Matorral Denso
17969,Pastizal Mesomorfico
17970,Pastizal Mesomorfico
17971,Pastizal Mesomorfico
17972,Matorral Denso
17973,Matorral Denso
17974,Matorral Denso
17975,Matorral Semidenso
17976,Matorral Semidenso
17977,Matorral Semidenso
17978,Suelo desnudo
17979,Suelo desnudo
17980,Suelo desnudo
17981,Matorral Semidenso
17982,Matorral Semidenso
17983,Matorral Semidenso
17984,Pastizal Mesomorfico
17985,Pastizal Mesomorfico
17986,Pastizal Mesomorfico
17987,Matorral Semidenso
17988,Matorral Semidenso
17989,Matorral Semidenso
17990,Mezcla plantacion Pino y matorral
17991,Mezcla plantacion Pino y matorral
17992,Mezcla plantacion Pino y matorral
17993,IUF con plantaciones y matorrales
17994,IUF con plantaciones y matorrales
17995,IUF con plantaciones y matorrales
17996,IUF con plantaciones y matorrales
17997,IUF con plantaciones y matorrales
17998,IUF con plantaciones y matorrales
17999,IUF con plantaciones y matorrales
18000,IUF con plantaciones y matorrales
18001,IUF con plantaciones y matorrales
18002,Plantaciones de Eucaliptus Jovenes
18003,Plantaciones de Eucaliptus Jovenes
18004,Plantaciones de Eucaliptus Jovenes
18005,Matorral Semidenso
18006,Matorral Semidenso
18007,Matorral Semidenso
18008,Arbolado nativo Ralo
18009,Arbolado nativo Ralo
18010,Arbolado nativo Ralo
18011,Matorral Semidenso
18012,Matorral Semidenso
18013,Matorral Semidenso
18014,Mezcla de plantacion Eucalipto y matorral
18015,Mezcla de plantacion Eucalipto y matorral
18016,Mezcla de plantacion Eucalipto y matorral
18017,Mezcla plantacion Pino y matorral
18018,Mezcla plantacion Pino y matorral
18019,Mezcla plantacion Pino y matorral
18020,Suelo desnudo
18021,Suelo desnudo
18022,Suelo desnudo
18023,Pastizal Mesomorfico
18024,Pastizal Mesomorfico
18025,Pastizal Mesomorfico
18026,Pastizal Mesomorfico
18027,Pastizal Mesomorfico
18028,Pastizal Mesomorfico
18029,Verduras
18030,Verduras
18031,Verduras
18032,Verduras
18033,Verduras
18034,Verduras
18035,Suelo desnudo
18036,Suelo desnudo
18037,Suelo desnudo
18038,Frutales
18039,Frutales
18040,Frutales
18041,Verduras
18042,Verduras
18043,Verduras
18044,Verduras
18045,Verduras
18046,Verduras
18047,Arbolado nativo Semidenso
18048,Arbolado nativo Semidenso
18049,Arbolado nativo Semidenso
18050,Verduras
18051,Verduras
18052,Verduras
18053,Pastizal Mesomorfico
18054,Pastizal Mesomorfico
18055,Pastizal Mesomorfico
18056,Arbolado nativo Semidenso
18057,Arbolado nativo Semidenso
18058,Arbolado nativo Semidenso
18059,Pastizal Mesomorfico
18060,Pastizal Mesomorfico
18061,Pastizal Mesomorfico
18062,Verduras
18063,Verduras
18064,Verduras
18065,Verduras
18066,Verduras
18067,Verduras
18068,Verduras
18069,Verduras
18070,Verduras
18071,IUF con plantaciones y matorrales
18072,IUF con plantaciones y matorrales
18073,IUF con plantaciones y matorrales
18074,Cascos urbanos
18075,Cascos urbanos
18076,Cascos urbanos
18077,Verduras
18078,Verduras
18079,Verduras
18080,Mezcla plantacion Pino y matorral
18081,Mezcla plantacion Pino y matorral
18082,Mezcla plantacion Pino y matorral
18083,Pastizal Mesomorfico
18084,Pastizal Mesomorfico
18085,Pastizal Mesomorfico
18086,Pastizal Mesomorfico
18087,Pastizal Mesomorfico
18088,Pastizal Mesomorfico
18089,Verduras
18090,Verduras
18091,Verduras
18092,Pastizal Mesomorfico
18093,Pastizal Mesomorfico
18094,Pastizal Mesomorfico
18095,Pastizal Mesomorfico
18096,Pastizal Mesomorfico
18097,Pastizal Mesomorfico
18098,Pastizal Mesomorfico
18099,Pastizal Mesomorfico
18100,Pastizal Mesomorfico
18101,Verduras
18102,Verduras
18103,Verduras
18104,Pastizal Mesomorfico
18105,Pastizal Mesomorfico
18106,Pastizal Mesomorfico
18107,Pastizal Mesomorfico
18108,Pastizal Mesomorfico
18109,Pastizal Mesomorfico
18110,Verduras
18111,Verduras
18112,Verduras
18113,Verduras
18114,Verduras
18115,Verduras
18116,IUF con matorral y arbolado nativo
18117,IUF con matorral y arbolado nativo
18118,IUF con matorral y arbolado nativo
18119,Verduras
18120,Verduras
18121,Verduras
18122,Verduras
18123,Verduras
18124,Verduras
18125,Verduras
18126,Verduras
18127,Verduras
18128,Pastizal Mesomorfico
18129,Pastizal Mesomorfico
18130,Pastizal Mesomorfico
18131,Pastizal Mesomorfico
18132,Pastizal Mesomorfico
18133,Pastizal Mesomorfico
18134,Pastizal Mesomorfico
18135,Pastizal Mesomorfico
18136,Pastizal Mesomorfico
18137,Mezcla de plantacion Eucalipto y matorral
18138,Mezcla de plantacion Eucalipto y matorral
18139,Mezcla de plantacion Eucalipto y matorral
18140,Matorral con renoval Semidenso
18141,Matorral con renoval Semidenso
18142,Matorral con renoval Semidenso
18143,IUF con matorral y arbolado nativo
18144,IUF con matorral y arbolado nativo
18145,IUF con matorral y arbolado nativo
18146,Cascos urbanos
18147,Cascos urbanos
18148,Cascos urbanos
18149,IUF con plantaciones y matorrales
18150,IUF con plantaciones y matorrales
18151,IUF con plantaciones y matorrales
18152,IUF con plantaciones y matorrales
18153,IUF con plantaciones y matorrales
18154,IUF con plantaciones y matorrales
18155,Cascos urbanos
18156,Cascos urbanos
18157,Cascos urbanos
18158,IUF con matorral y arbolado nativo
18159,IUF con matorral y arbolado nativo
18160,IUF con matorral y arbolado nativo
18161,Mezcla plantacion Pino y matorral
18162,Mezcla plantacion Pino y matorral
18163,Mezcla plantacion Pino y matorral
18164,Cascos urbanos
18165,Cascos urbanos
18166,Cascos urbanos
18167,IUF con matorral y arbolado nativo
18168,IUF con matorral y arbolado nativo
18169,IUF con matorral y arbolado nativo
18170,Pastizal Mesomorfico
18171,Pastizal Mesomorfico
18172,Pastizal Mesomorfico
18173,Suelo desnudo
18174,Suelo desnudo
18175,Suelo desnudo
18176,Suelo desnudo
18177,Suelo desnudo
18178,Suelo desnudo
18179,Suelo desnudo
18180,Suelo desnudo
18181,Suelo desnudo
18182,Suelo desnudo
18183,Suelo desnudo
18184,Suelo desnudo
18185,Suelo desnudo
18186,Suelo desnudo
18187,Suelo desnudo
18188,Suelo desnudo
18189,Suelo desnudo
18190,Suelo desnudo
18191,Suelo desnudo
18192,Suelo desnudo
18193,Suelo desnudo
18194,Suelo desnudo
18195,Suelo desnudo
18196,Suelo desnudo
18197,Suelo desnudo
18198,Suelo desnudo
18199,Suelo desnudo
18200,Suelo desnudo
18201,Suelo desnudo
18202,Suelo desnudo
18203,Suelo desnudo
18204,Suelo desnudo
18205,Suelo desnudo
18206,Suelo desnudo
18207,Suelo desnudo
18208,Suelo desnudo
18209,Suelo desnudo
18210,Suelo desnudo
18211,Suelo desnudo
18212,Suelo desnudo
18213,Suelo desnudo
18214,Suelo desnudo
18215,Suelo desnudo
18216,Suelo desnudo
18217,Suelo desnudo
18218,Suelo desnudo
18219,Suelo desnudo
18220,Suelo desnudo
18221,Suelo desnudo
18222,Suelo desnudo
18223,Suelo desnudo
18224,Suelo desnudo
18225,Suelo desnudo
18226,Suelo desnudo
18227,Suelo desnudo
18228,Suelo desnudo
18229,Suelo desnudo
18230,Suelo desnudo
18231,Suelo desnudo
18232,Suelo desnudo
18233,Suelo desnudo
18234,Suelo desnudo
18235,Suelo desnudo
18236,Suelo desnudo
18237,Suelo desnudo
18238,Suelo desnudo
18239,Suelo desnudo
18240,Suelo desnudo
18241,Suelo desnudo
18242,Suelo desnudo
18243,Suelo desnudo
18244,Suelo desnudo
18245,Suelo desnudo
18246,Suelo desnudo
18247,Suelo desnudo
18248,Suelo desnudo
18249,Suelo desnudo
18250,Suelo desnudo
18251,Suelo desnudo
18252,Suelo desnudo
18253,Suelo desnudo
18254,Suelo desnudo
18255,Suelo desnudo
18256,Suelo desnudo
18257,Suelo desnudo
18258,Suelo desnudo
18259,Suelo desnudo
18260,Suelo desnudo
18261,Suelo desnudo
18262,Suelo desnudo
18263,Suelo desnudo
18264,Suelo desnudo
18265,Suelo desnudo
18266,Suelo desnudo
18267,Suelo desnudo
18268,Suelo desnudo
18269,Suelo desnudo
18270,Suelo desnudo
18271,Suelo desnudo
18272,Suelo desnudo
18273,Suelo desnudo
18274,Suelo desnudo
18275,Suelo desnudo
18276,Suelo desnudo
18277,Suelo desnudo
18278,Suelo desnudo
18279,Suelo desnudo
18280,Suelo desnudo
18281,Suelo desnudo
18282,Suelo desnudo
18283,Suelo desnudo
18284,Suelo desnudo
18285,Suelo desnudo
18286,Suelo desnudo
18287,Suelo desnudo
18288,Suelo desnudo
18289,Suelo desnudo
18290,Suelo desnudo
18291,Suelo desnudo
18292,Suelo desnudo
18293,Suelo desnudo
18294,Suelo desnudo
18295,Suelo desnudo
18296,Suelo desnudo
18297,Suelo desnudo
18298,Suelo desnudo
18299,Suelo desnudo
18300,Suelo desnudo
18301,Suelo desnudo
18302,Suelo desnudo
18303,Suelo desnudo
18304,Suelo desnudo
18305,Suelo desnudo
18306,Suelo desnudo
18307,Suelo desnudo
18308,Suelo desnudo
18309,Suelo desnudo
18310,Suelo desnudo
18311,Suelo desnudo
18312,Suelo desnudo
18313,Suelo desnudo
18314,Suelo desnudo
18315,Suelo desnudo
18316,Suelo desnudo
18317,Mezcla de plantacion Eucalipto y matorral
18318,Mezcla de plantacion Eucalipto y matorral
18319,Mezcla de plantacion Eucalipto y matorral
18320,Cascos urbanos
18321,Cascos urbanos
18322,Cascos urbanos
18323,Cascos urbanos
18324,Cascos urbanos
18325,Cascos urbanos
18326,Cascos urbanos
18327,Cascos urbanos
18328,Cascos urbanos
18329,Cascos urbanos
18330,Cascos urbanos
18331,Cascos urbanos
18332,IUF con plantaciones y matorrales
18333,IUF con plantaciones y matorrales
18334,IUF con plantaciones y matorrales
18335,Cascos urbanos
18336,Cascos urbanos
18337,Cascos urbanos
18338,IUF con matorral y arbolado nativo
18339,IUF con matorral y arbolado nativo
18340,IUF con matorral y arbolado nativo
18341,Cascos urbanos
18342,Cascos urbanos
18343,Cascos urbanos
18344,Cascos urbanos
18345,Cascos urbanos
18346,Cascos urbanos
18347,Cascos urbanos
18348,Cascos urbanos
18349,Cascos urbanos
18350,Cascos urbanos
18351,Cascos urbanos
18352,Cascos urbanos
18353,Mezcla plantacion Pino y matorral
18354,Mezcla plantacion Pino y matorral
18355,Mezcla plantacion Pino y matorral
18356,Cascos urbanos
18357,Cascos urbanos
18358,Cascos urbanos
18359,Cascos urbanos
18360,Cascos urbanos
18361,Cascos urbanos
18362,Cascos urbanos
18363,Cascos urbanos
18364,Cascos urbanos
18365,Cascos urbanos
18366,Cascos urbanos
18367,Cascos urbanos
18368,Cascos urbanos
18369,Cascos urbanos
18370,Cascos urbanos
18371,Cascos urbanos
18372,Cascos urbanos
18373,Cascos urbanos
18374,Cascos urbanos
18375,Cascos urbanos
18376,Cascos urbanos
18377,Cascos urbanos
18378,Cascos urbanos
18379,Cascos urbanos
18380,Cascos urbanos
18381,Cascos urbanos
18382,Cascos urbanos
18383,Cascos urbanos
18384,Cascos urbanos
18385,Cascos urbanos
18386,Cascos urbanos
18387,Cascos urbanos
18388,Cascos urbanos
18389,Suelo desnudo
18390,Suelo desnudo
18391,Suelo desnudo
18392,Cascos urbanos
18393,Cascos urbanos
18394,Cascos urbanos
18395,Cascos urbanos
18396,Cascos urbanos
18397,Cascos urbanos
18398,IUF con plantaciones y matorrales
18399,IUF con plantaciones y matorrales
18400,IUF con plantaciones y matorrales
18401,Cascos urbanos
18402,Cascos urbanos
18403,Cascos urbanos
18404,IUF con matorral y arbolado nativo
18405,IUF con matorral y arbolado nativo
18406,IUF con matorral y arbolado nativo
18407,Cascos urbanos
18408,Cascos urbanos
18409,Cascos urbanos
18410,Cascos urbanos
18411,Cascos urbanos
18412,Cascos urbanos
18413,Cascos urbanos
18414,Cascos urbanos
18415,Cascos urbanos
18416,Cascos urbanos
18417,Cascos urbanos
18418,Cascos urbanos
18419,Cascos urbanos
18420,Cascos urbanos
18421,Cascos urbanos
18422,Cascos urbanos
18423,Cascos urbanos
18424,Cascos urbanos
18425,Cascos urbanos
18426,Cascos urbanos
18427,Cascos urbanos
18428,Cascos urbanos
18429,Cascos urbanos
18430,Cascos urbanos
18431,Cascos urbanos
18432,Cascos urbanos
18433,Cascos urbanos
18434,Cascos urbanos
18435,Cascos urbanos
18436,Cascos urbanos
18437,Cascos urbanos
18438,Cascos urbanos
18439,Cascos urbanos
18440,Matorral Semidenso
18441,Matorral Semidenso
18442,Matorral Semidenso
18443,Cascos urbanos
18444,Cascos urbanos
18445,Cascos urbanos
18446,Cascos urbanos
18447,Cascos urbanos
18448,Cascos urbanos
18449,Cascos urbanos
18450,Cascos urbanos
18451,Cascos urbanos
18452,Verduras
18453,Verduras
18454,Verduras
18455,Cascos urbanos
18456,Cascos urbanos
18457,Cascos urbanos
18458,Cascos urbanos
18459,Cascos urbanos
18460,Cascos urbanos
18461,IUF con plantaciones y matorrales
18462,IUF con plantaciones y matorrales
18463,IUF con plantaciones y matorrales
18464,Cascos urbanos
18465,Cascos urbanos
18466,Cascos urbanos
18467,Cascos urbanos
18468,Cascos urbanos
18469,Cascos urbanos
18470,Cascos urbanos
18471,Cascos urbanos
18472,Cascos urbanos
18473,Cascos urbanos
18474,Cascos urbanos
18475,Cascos urbanos
18476,IUF con plantaciones y matorrales
18477,IUF con plantaciones y matorrales
18478,IUF con plantaciones y matorrales
18479,Cascos urbanos
18480,Cascos urbanos
18481,Cascos urbanos
18482,Cascos urbanos
18483,Cascos urbanos
18484,Cascos urbanos
18485,IUF con plantaciones y matorrales
18486,IUF con plantaciones y matorrales
18487,IUF con plantaciones y matorrales
18488,Cascos urbanos
18489,Cascos urbanos
18490,Cascos urbanos
18491,Cascos urbanos
18492,Cascos urbanos
18493,Cascos urbanos
18494,IUF con matorral y arbolado nativo
18495,IUF con matorral y arbolado nativo
18496,IUF con matorral y arbolado nativo
18497,IUF con plantaciones y matorrales
18498,IUF con plantaciones y matorrales
18499,IUF con plantaciones y matorrales
18500,Cascos urbanos
18501,Cascos urbanos
18502,Cascos urbanos
18503,Cascos urbanos
18504,Cascos urbanos
18505,Cascos urbanos
18506,Mezcla plantacion Pino y matorral
18507,Mezcla plantacion Pino y matorral
18508,Mezcla plantacion Pino y matorral
18509,IUF con plantaciones y matorrales
18510,IUF con plantaciones y matorrales
18511,IUF con plantaciones y matorrales
18512,IUF con matorral y arbolado nativo
18513,IUF con matorral y arbolado nativo
18514,IUF con matorral y arbolado nativo
18515,Cascos urbanos
18516,Cascos urbanos
18517,Cascos urbanos
18518,Arbolado nativo Ralo
18519,Arbolado nativo Ralo
18520,Arbolado nativo Ralo
18521,Cascos urbanos
18522,Cascos urbanos
18523,Cascos urbanos
18524,Cascos urbanos
18525,Cascos urbanos
18526,Cascos urbanos
18527,Mezcla de plantacion Eucalipto y matorral
18528,Mezcla de plantacion Eucalipto y matorral
18529,Mezcla de plantacion Eucalipto y matorral
18530,Cascos urbanos
18531,Cascos urbanos
18532,Cascos urbanos
18533,Cascos urbanos
18534,Cascos urbanos
18535,Cascos urbanos
18536,Cascos urbanos
18537,Cascos urbanos
18538,Cascos urbanos
18539,IUF con plantaciones y matorrales
18540,IUF con plantaciones y matorrales
18541,IUF con plantaciones y matorrales
18542,Cascos urbanos
18543,Cascos urbanos
18544,Cascos urbanos
18545,Cascos urbanos
18546,Cascos urbanos
18547,Cascos urbanos
18548,IUF con plantaciones y matorrales
18549,IUF con plantaciones y matorrales
